HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
Nantes,Angers,1,0,H,1,0,H,11,5,7,1,12,13,8,1,1,0,0,0
Nice,Lyon,3,1,H,3,1,H,16,16,6,7,8,12,3,2,0,1,0,0
Paris SG,Clermont,2,3,A,2,2,D,16,12,6,5,17,11,6,2,2,1,0,0
Reims,Montpellier,1,3,A,1,0,H,11,16,5,8,16,9,4,7,1,2,0,0
Troyes,Lille,1,1,D,0,0,D,8,18,3,7,9,15,2,8,0,4,0,0
Monaco,Nantes,1,1,D,1,1,D,15,5,3,1,6,14,5,2,0,0,0,0
Lyon,Brest,1,1,D,0,1,A,17,13,4,8,10,12,9,4,1,1,0,0
Troyes,Paris SG,1,2,A,1,2,A,15,12,7,3,3,15,9,1,1,4,0,0
Rennes,Lens,1,1,D,1,1,D,10,11,2,6,10,14,3,9,0,2,0,0
Bordeaux,Clermont,0,2,A,0,0,D,10,19,6,10,13,9,5,10,1,0,0,0
Nice,Reims,0,0,D,0,0,D,12,5,2,0,10,8,4,2,1,1,0,0
St Etienne,Lorient,1,1,D,0,0,D,20,12,3,3,10,14,8,4,2,3,0,0
Strasbourg,Angers,0,2,A,0,0,D,7,9,1,2,18,18,5,4,2,3,0,0
Metz,Lille,3,3,D,2,1,H,12,18,5,7,9,10,4,5,1,2,1,0
Montpellier,Marseille,2,3,A,2,0,H,8,21,1,7,10,5,6,11,0,1,0,0
Lorient,Monaco,1,0,H,1,0,H,2,12,2,3,17,15,0,6,3,2,0,0
Lille,Nice,0,4,A,0,3,A,11,11,2,7,9,13,8,7,3,1,0,0
Paris SG,Strasbourg,4,2,H,3,0,H,11,8,6,2,6,18,4,4,1,4,0,1
Angers,Lyon,3,0,H,1,0,H,13,8,6,3,11,17,6,4,1,5,0,1
Brest,Rennes,1,1,D,0,0,D,10,6,5,2,7,16,6,11,2,3,0,0
Clermont,Troyes,2,0,H,0,0,D,18,6,8,1,6,11,9,2,1,3,0,1
Nantes,Metz,2,0,H,1,0,H,11,10,7,5,18,11,6,6,2,0,0,0
Reims,Montpellier,3,3,D,2,3,A,19,15,9,5,11,12,8,7,2,1,0,0
Lens,St Etienne,2,2,D,1,1,D,22,12,7,7,10,17,7,2,1,6,0,0
Marseille,Bordeaux,2,2,D,2,0,H,10,8,2,2,6,11,3,4,2,2,1,0
Brest,Paris SG,2,4,A,1,2,A,11,16,3,8,8,7,3,9,1,2,0,0
Monaco,Lens,0,2,A,0,0,D,9,4,2,2,11,14,13,3,1,1,1,1
St Etienne,Lille,1,1,D,0,1,A,10,8,2,6,14,10,5,3,1,3,0,0
Lyon,Clermont,3,3,D,3,1,H,21,17,9,5,10,6,5,8,2,2,0,0
Bordeaux,Angers,1,1,D,1,1,D,14,6,5,3,19,5,3,3,2,0,0,0
Metz,Reims,1,1,D,1,1,D,10,12,4,3,19,14,5,8,4,2,1,1
Montpellier,Lorient,3,1,H,0,1,A,32,5,11,4,8,13,5,1,0,6,0,2
Strasbourg,Troyes,1,1,D,0,1,A,14,10,4,6,16,17,6,3,3,1,0,0
Rennes,Nantes,1,0,H,0,0,D,14,4,5,1,14,13,6,2,2,2,0,0
Nantes,Lyon,0,1,A,0,1,A,18,12,5,5,7,11,6,6,2,2,0,1
Nice,Bordeaux,4,0,H,3,0,H,11,13,5,4,18,11,3,0,3,2,0,0
Marseille,St Etienne,3,1,H,1,1,D,19,11,5,7,11,18,5,4,1,3,0,0
Troyes,Monaco,1,2,A,0,1,A,12,7,3,4,11,11,5,3,1,2,0,0
Angers,Rennes,2,0,H,0,0,D,16,7,4,2,14,10,3,1,1,2,0,1
Clermont,Metz,2,2,D,1,2,A,16,12,4,4,11,15,6,3,1,2,0,0
Lens,Lorient,2,2,D,1,2,A,19,15,9,7,10,10,8,4,2,4,0,0
Strasbourg,Brest,3,1,H,2,1,H,11,11,5,5,12,10,1,9,1,1,0,0
Lille,Montpellier,2,1,H,1,1,D,15,6,4,3,15,19,3,4,3,7,0,1
Reims,Paris SG,0,2,A,0,1,A,11,12,4,3,13,13,3,3,1,3,0,0
Lorient,Lille,2,1,H,1,1,D,14,9,7,3,13,11,2,5,2,2,0,0
Paris SG,Clermont,4,0,H,2,0,H,13,14,7,2,13,9,4,4,0,1,0,0
Monaco,Marseille,0,2,A,0,1,A,7,13,0,5,17,8,3,2,4,1,0,0
Montpellier,St Etienne,2,0,H,1,0,H,11,14,4,2,15,17,7,6,1,4,0,0
Bordeaux,Lens,2,3,A,0,2,A,11,12,3,5,8,11,2,7,3,2,0,0
Brest,Angers,1,1,D,0,0,D,12,8,6,2,19,9,5,3,3,2,1,0
Metz,Troyes,0,2,A,0,0,D,16,10,2,5,15,14,2,1,2,1,0,0
Rennes,Reims,0,2,A,0,1,A,9,7,1,3,18,11,4,6,1,2,0,0
Nantes,Nice,0,2,A,0,0,D,19,9,7,3,7,13,8,3,2,3,0,0
Lyon,Strasbourg,3,1,H,1,0,H,14,12,7,4,8,11,4,6,2,1,0,0
Strasbourg,Metz,3,0,H,3,0,H,10,15,6,5,16,8,3,7,2,4,0,0
Lens,Lille,1,0,H,0,0,D,13,6,4,2,12,8,4,3,2,2,0,0
St Etienne,Bordeaux,1,2,A,0,1,A,12,13,5,3,9,11,7,2,1,4,0,0
Nice,Monaco,2,2,D,0,1,A,12,8,3,3,17,12,5,2,2,3,0,0
Angers,Nantes,1,4,A,1,3,A,10,8,5,4,10,16,10,5,2,2,0,0
Clermont,Brest,1,1,D,0,0,D,7,5,4,1,7,19,3,5,1,1,1,0
Reims,Lorient,0,0,D,0,0,D,10,6,2,3,12,14,5,6,2,3,0,0
Troyes,Montpellier,1,1,D,1,0,H,8,6,3,2,16,11,1,6,4,4,0,1
Marseille,Rennes,2,0,H,0,0,D,17,13,6,2,5,17,6,7,0,2,0,0
Paris SG,Lyon,2,1,H,0,0,D,14,12,5,5,13,19,10,4,3,1,0,0
Lille,Reims,2,1,H,2,0,H,7,11,4,5,16,14,4,4,2,1,0,0
Monaco,St Etienne,3,1,H,1,1,D,14,9,6,3,16,13,6,3,1,1,0,1
Montpellier,Bordeaux,3,3,D,1,2,A,15,15,6,7,10,8,6,6,0,2,0,0
Nantes,Brest,3,1,H,1,0,H,14,10,6,2,8,13,4,4,1,2,0,0
